C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4,,,,,
51,131.37,20.9,20.819,21.389  20,.515  2,0.876,,,,,
52,134.61,20.235,20.16,20.722  19,.845  2,0.214,,,,,
53,137.89,19.608,19.529,20.093  19,.205  1,9.604,,,,,
54,141.19,19.007,18.924,19.485  18,.595  1,9.025,,,,,
55,144.53,18.434,18.348,18.900  18,.012  1,8.476,,,,,
56,147.9,17.883,17.795,18.351  17,.451  1,7.935,,,,,
57,151.3,17.356,17.261,17.823  16,.918  1,7.422,,,,,
58,154.72,16.852,16.76,17.309  16,.409  1,6.931,,,,,
59,158.16,16.373,16.277,16.824  15,.927  1,6.463,,,,,
60,161.63,15.917,15.811,16.364  15,.464  1,6.027,,,,,
61,165.12,15.483,15.373,15.915  15,.020  1,5.623,,,,,
62,168.63,15.062,14.952,15.486  14,.598  1,5.214,,,,,
63,172.16,14.659,14.543,15.079  14,.193  1,4.822,,,,,
64,175.7,14.27,14.15,14.690  13,.804  1,4.437,,,,,
65,179.26,13.899,13.776,14.313  13,.435  1,4.072,,,,,
66,182.83,13.545,13.418,13.952  13,.081  1,3.728,,,,,
67,186.42,13.204,13.076,13.607  12,.737  1,3.395,,,,,
68,190.02,12.877,12.746,13.274  12,.410  1,3.077,,,,,
69,193.62,12.555,12.424,12.953  12,.091  1,2.754,,,,,
70,197.24,12.25,12.119,12.645  11,.790  1,2.446,,,,,
71,200.86,11.961,11.825,12.344  11,.500  1,2.173,,,,,
72,204.49,11.685,11.545,12.054  11,.224  1,1.919,,,,,
73,208.12,11.418,11.275,11.783  10,.952  1,1.663,,,,,
74,211.75,11.156,11.015,11.521  10,.694  1,1.395,,,,,
75,215.38,10.901,10.763,11.264  10,.443  1,1.133,,,,,
76,219.02,10.658,10.522,11.019  10,.202  1,0.89,,,,,
77,222.65,10.429,10.287,10.785   9,.975  1,0.67,,,,,
78,226.27,10.21,10.066,10.554   9,.757  1,0.462,,,,,
79,229.9,9.997,9.853,10.338   9,.546  1,0.251,,,,,
80,233.51,9.792,9.648,10.132   9,.342  1,0.045,,,,,
81,237.12,9.598,9.452,9.933   9,0.147,9.863,,,,,
82,240.73,9.413,9.261,9.738   8,0.957,9.695,,,,,
83,244.32,9.233,9.078,9.555   8,0.776,9.522,,,,,
84,247.9,9.06,8.903,9.374   8,0.603,9.359,,,,,
85,251.47,8.895,8.729,9.204   8,0.437,9.21,,,,,
86,255.03,8.732,8.566,9.032   8,0.276,9.055,,,,,
87,258.57,8.575,8.41,8.869   8,0.121,8.901,,,,,
88,262.09,8.427,8.257,8.712   7,0.972,8.768,,,,,
89,265.6,8.286,8.111,8.561   7,0.828,8.646,,,,,
90,269.09,8.148,7.969,8.418   7,0.688,8.517,,,,,
91,272.57,8.015,7.832,8.278   7,0.556,8.393,,,,,
92,276.02,7.885,7.7,8.142   7,0.422,8.278,,,,,
93,279.45,7.757,7.569,8.011   7,0.298,8.153,,,,,
94,282.86,7.634,7.447,7.884   7,0.173,8.032,,,,,
95,286.24,7.515,7.325,7.758   7,0.057,7.92,,,,,
96,289.61,7.4,7.209,7.642   6,0.942,7.806,,,,,
97,292.95,7.286,7.093,7.527   6,0.832,7.692,,,,,
98,296.26,7.176,6.986,7.413   6,0.728,7.579,,,,,
99,299.54,7.072,6.881,7.307   6,0.624,7.477,,,,,
100,302.8,6.97,6.782,7.200   6,0.527,7.373,,,,,
101,306.03,6.873,6.684,7.098   6,0.434,7.275,,,,,
102,309.23,6.778,6.59,6.999   6,0.343,7.182,,,,,
103,312.4,6.686,6.498,6.907   6,0.252,7.086,,,,,
104,315.54,6.599,6.412,6.817   6,0.169,7,,,,,
105,318.65,6.517,6.329,6.731   6,0.089,6.921,,,,,
106,321.73,6.436,6.248,6.648   6,0.011,6.836,,,,,
107,324.77,6.356,6.169,6.566   5,0.932,6.757,,,,,
108,327.79,6.282,6.09,6.488   5,0.86,6.689,,,,,
109,330.76,6.209,6.019,6.410   5,0.788,6.62,,,,,
110,333.71,6.137,5.945,6.337   5,0.717,6.549,,,,,
111,336.61,6.071,5.879,6.264   5,0.652,6.487,,,,,
112,339.49,6.005,5.81,6.199   5,0.585,6.426,,,,,
113,342.32,5.94,5.744,6.131   5,0.522,6.363,,,,,
114,345.12,5.879,5.683,6.067   5,0.461,6.306,,,,,
115,347.89,5.819,5.623,6.003   5,0.4,6.25,,,,,
116,350.61,5.761,5.561,5.943   5,0.342,6.196,,,,,
117,353.3,5.705,5.505,5.885   5,0.287,6.143,,,,,
118,355.95,5.652,5.45,5.831   5,0.234,6.094,,,,,
119,358.56,5.597,5.394,5.773   5,0.182,6.038,,,,,
120,361.13,5.543,5.342,5.719   5,0.13,5.978,,,,,
121,363.66,5.494,5.295,5.666   5,0.083,5.93,,,,,
122,366.16,5.447,5.247,5.616   5,0.036,5.889,,,,,
123,368.61,5.399,5.197,5.564   4,0.99,5.846,,,,,
124,371.02,5.356,5.153,5.514   4,0.95,5.808,,,,,
125,373.39,5.312,5.11,5.468   4,0.905,5.766,,,,,
126,375.72,5.27,5.069,5.423   4,0.869,5.721,,,,,
127,378.01,5.23,5.029,5.381   4,0.828,5.682,,,,,
128,380.26,5.19,4.991,5.336   4,0.789,5.643,,,,,
129,382.47,5.151,4.952,5.295   4,0.754,5.605,,,,,
130,384.63,5.116,4.915,5.258   4,0.719,5.574,,,,,
131,386.76,5.082,4.88,5.219   4,0.686,5.543,,,,,
132,388.84,5.048,4.845,5.181   4,0.653,5.512,,,,,
133,390.88,5.014,4.81,5.147   4,0.62,5.479,,,,,
134,392.87,4.982,4.779,5.112   4,0.588,5.448,,,,,
135,394.83,4.95,4.748,5.080   4,0.56,5.411,,,,,
136,396.74,4.917,4.716,5.048   4,0.531,5.373,,,,,
137,398.61,4.887,4.686,5.016   4,0.501,5.344,,,,,
138,400.43,4.859,4.66,4.986   4,0.476,5.315,,,,,
139,402.22,4.832,4.631,4.956   4,0.449,5.293,,,,,
140,403.96,4.81,4.604,4.931   4,0.425,5.28,,,,,
141,405.66,4.785,4.581,4.901   4,0.401,5.257,,,,,
142,407.31,4.755,4.554,4.874   4,0.377,5.216,,,,,
143,408.92,4.733,4.53,4.850   4,0.353,5.198,,,,,
144,410.49,4.713,4.508,4.825   4,0.333,5.187,,,,,
145,412.02,4.691,4.488,4.802   4,0.317,5.156,,,,,
146,413.5,4.668,4.466,4.782   4,0.297,5.128,,,,,
147,414.94,4.65,4.443,4.760   4,0.279,5.12,,,,,
148,416.33,4.634,4.425,4.742   4,0.261,5.106,,,,,
149,417.69,4.615,4.407,4.726   4,0.246,5.082,,,,,
150,419,4.601,4.387,4.707   4,0.23,5.078,,,,,
151,420.26,4.593,4.375,4.692   4,0.214,5.091,,,,,
152,421.49,4.573,4.361,4.675   4,0.198,5.057,,,,,
153,422.67,4.551,4.342,4.660   4,0.181,5.018,,,,,
154,423.8,4.536,4.323,4.647   4,0.166,5.007,,,,,
155,424.9,4.525,4.31,4.631   4,0.152,5.006,,,,,
156,425.95,4.51,4.297,4.616   4,0.138,4.989,,,,,
157,426.96,4.489,4.281,4.600   4,0.122,4.955,,,,,
158,427.92,4.472,4.266,4.585   4,0.112,4.926,,,,,
159,428.84,4.456,4.253,4.569   4,0.098,4.906,,,,,
160,429.72,4.444,4.235,4.554   4,0.083,4.906,,,,,
161,430.55,4.43,4.22,4.541   4,0.067,4.891,,,,,
162,431.35,4.413,4.206,4.525   4,0.059,4.861,,,,,
163,432.1,4.393,4.19,4.512   4,0.045,4.825,,,,,
164,432.8,4.374,4.174,4.497   4,0.033,4.792,,,,,
165,433.47,4.354,4.155,4.480   4,0.019,4.763,,,,,
166,434.09,4.334,4.137,4.462   4,0.006,4.732,,,,,
167,434.66,4.311,4.117,4.443   3,0.986,4.699,,,,,
168,435.2,4.284,4.091,4.419   3,0.967,4.659,,,,,
169,435.69,4.253,4.063,4.393   3,0.943,4.614,,,,,
170,436.14,4.223,4.033,4.365   3,0.916,4.575,,,,,
171,436.54,4.189,4,4.332   3,0.885,4.538,,,,,
172,436.91,4.152,3.962,4.298   3,0.852,4.495,,,,,
173,437.23,4.107,3.92,4.258   3,0.815,4.435,,,,,
174,437.51,4.058,3.87,4.213   3,0.772,4.377,,,,,
175,437.74,4.003,3.819,4.165   3,0.719,4.308,,,,,
176,437.93,3.947,3.763,4.111   3,0.666,4.247,,,,,
177,438.08,3.888,3.706,4.053   3,0.609,4.185,,,,,
178,438.19,3.825,3.641,3.996   3,0.546,4.118,,,,,
179,438.25,3.752,3.573,3.926   3,0.48,4.03,,,,,
180,438.28,3.679,3.503,3.854   3,0.412,3.947,,,,,
181,438.25,3.602,3.429,3.774   3,0.336,3.871,,,,,
182,438.19,3.527,3.349,3.693   3,0.26,3.805,,,,,
183,438.08,3.457,3.27,3.614   3,0.183,3.76,,,,,
184,437.93,3.37,3.186,3.525   3,0.107,3.663,,,,,
185,437.74,3.273,3.099,3.435   3,0.017,3.539,,,,,
186,437.51,3.19,3.012,3.345   2,0.927,3.476,,,,,
187,437.23,3.103,2.918,3.255   2,0.838,3.4,,,,,
188,436.91,3.015,2.826,3.162   2,0.749,3.325,,,,,
189,436.54,2.923,2.727,3.062   2,0.654,3.25,,,,,
190,436.14,2.821,2.629,2.964   2,0.558,3.135,,,,,
191,435.69,2.73,2.533,2.863   2,0.469,3.057,,,,,
192,435.2,2.634,2.431,2.756   2,0.377,2.972,,,,,
193,434.66,2.533,2.333,2.653   2,0.276,2.868,,,,,
194,434.09,2.428,2.233,2.549   2,0.174,2.757,,,,,
195,433.47,2.327,2.131,2.445   2,0.081,2.653,,,,,
196,432.8,2.226,2.028,2.341   1,0.986,2.55,,,,,
197,432.1,2.125,1.929,2.241   1,0.884,2.446,,,,,
198,431.35,2.03,1.831,2.139   1,0.789,2.36,,,,,
199,430.55,1.932,1.739,2.035   1,0.699,2.253,,,,,
200,429.72,1.836,1.652,1.936   1,0.61,2.146,,,,,
201,428.84,1.751,1.566,1.845   1,0.522,2.072,,,,,
202,427.92,1.671,1.486,1.753   1,0.443,2.001,,,,,
203,426.96,1.594,1.41,1.668   1,0.372,1.925,,,,,
204,425.95,1.514,1.337,1.591   1,0.296,1.832,,,,,
205,424.9,1.445,1.271,1.519   1,0.228,1.761,,,,,
206,423.8,1.385,1.208,1.452   1,0.172,1.707,,,,,
207,422.67,1.329,1.149,1.391   1,0.117,1.658,,,,,
208,421.49,1.273,1.095,1.336   1,0.062,1.6,,,,,
209,420.26,1.212,1.043,1.284   1,0.014,1.508,,,,,
210,419,1.15,0.998,1.237,0.973,1.394,,,,,
211,417.69,1.09,0.957,1.193,0.935,1.276,,,,,
212,416.33,1.036,0.921,1.156,0.897,1.17,,,,,
213,414.94,0.996,0.895,1.125,0.874,1.089,,,,,
214,413.5,0.963,0.871,1.098,0.856,1.028,,,,,
215,412.02,0.943,0.853,1.076,0.835,1.006,,,,,
216,410.49,0.933,0.84,1.061,0.822,1.01,,,,,
217,408.92,0.932,0.83,1.045,0.82,1.033,,,,,
218,407.31,0.934,0.821,1.037,0.816,1.063,,,,,
219,405.66,0.935,0.815,1.03,0.81,1.085,,,,,
220,403.96,0.935,0.814,1.025,0.812,1.09,,,,,
221,402.22,0.932,0.813,1.024,0.818,1.073,,,,,
222,400.43,0.934,0.815,1.026,0.817,1.077,,,,,
223,398.61,0.934,0.819,1.025,0.822,1.069,,,,,
224,396.74,0.941,0.824,1.026,0.832,1.083,,,,,
225,394.83,0.951,0.827,1.029,0.837,1.11,,,,,
226,392.87,0.963,0.836,1.033,0.841,1.141,,,,,
227,390.88,0.971,0.842,1.036,0.853,1.152,,,,,
228,388.84,0.988,0.846,1.041,0.857,1.209,,,,,
229,386.76,1.002,0.849,1.046,0.86,1.252,,,,,
230,384.63,1.007,0.854,1.049,0.868,1.255,,,,,
231,382.47,1.007,0.858,1.052,0.873,1.247,,,,,
232,380.26,1.006,0.857,1.054,0.869,1.243,,,,,
233,378.01,1.008,0.861,1.056,0.872,1.244,,,,,
234,375.72,1.011,0.86,1.055,0.879,1.251,,,,,
235,373.39,1.013,0.861,1.054,0.868,1.267,,,,,
236,371.02,1.013,0.859,1.051,0.864,1.279,,,,,
237,368.61,1.016,0.857,1.05,0.866,1.291,,,,,
238,366.16,1.015,0.852,1.047,0.86,1.3,,,,,
239,363.66,1.01,0.85,1.04,0.849,1.3,,,,,
240,361.13,1.004,0.846,1.035,0.847,1.286,,,,,
241,358.56,0.998,0.842,1.031,0.838,1.282,,,,,
242,355.95,0.989,0.836,1.024,0.826,1.27,,,,,
243,353.3,0.979,0.83,1.016,0.822,1.247,,,,,
244,350.61,0.97,0.826,1.009,0.814,1.231,,,,,
245,347.89,0.963,0.822,1.001,0.802,1.226,,,,,
246,345.12,0.958,0.816,0.993,0.797,1.225,,,,,
247,342.32,0.948,0.812,0.989,0.791,1.201,,,,,
248,339.49,0.941,0.811,0.983,0.779,1.189,,,,,
249,336.61,0.934,0.806,0.974,0.774,1.183,,,,,
250,333.71,0.934,0.807,0.968,0.773,1.189,,,,,
251,330.76,0.934,0.808,0.967,0.768,1.192,,,,,
252,327.79,0.932,0.811,0.964,0.765,1.187,,,,,
253,324.77,0.937,0.814,0.959,0.767,1.207,,,,,
254,321.73,0.944,0.817,0.962,0.766,1.233,,,,,
255,318.65,0.945,0.825,0.961,0.767,1.229,,,,,
256,315.54,0.946,0.831,0.962,0.774,1.216,,,,,
257,312.4,0.957,0.838,0.966,0.779,1.244,,,,,
258,309.23,0.967,0.849,0.969,0.786,1.263,,,,,
259,306.03,0.978,0.858,0.976,0.798,1.278,,,,,
260,302.8,0.986,0.868,0.981,0.807,1.287,,,,,
261,299.54,0.997,0.877,0.991,0.816,1.306,,,,,
262,296.26,1.014,0.888,1,0.83,1.34,,,,,
263,292.94,1.03,0.898,1.009,0.843,1.37,,,,,
264,289.61,1.038,0.906,1.02,0.852,1.375,,,,,
265,286.24,1.045,0.915,1.027,0.864,1.374,,,,,
266,282.86,1.057,0.923,1.037,0.877,1.39,,,,,
267,279.45,1.065,0.929,1.046,0.883,1.402,,,,,
268,276.02,1.073,0.935,1.054,0.893,1.408,,,,,
269,272.56,1.082,0.938,1.063,0.903,1.424,,,,,
270,269.09,1.09,0.939,1.068,0.907,1.445,,,,,
271,265.6,1.091,0.94,1.073,0.91,1.442,,,,,
272,262.09,1.092,0.935,1.077,0.915,1.442,,,,,
273,258.57,1.095,0.932,1.077,0.915,1.454,,,,,
274,255.03,1.094,0.927,1.078,0.913,1.46,,,,,
275,251.47,1.092,0.923,1.075,0.913,1.456,,,,,
276,247.9,1.085,0.913,1.069,0.906,1.454,,,,,
277,244.32,1.077,0.902,1.062,0.895,1.448,,,,,
278,240.73,1.07,0.892,1.056,0.89,1.44,,,,,
279,237.12,1.063,0.88,1.047,0.881,1.443,,,,,
280,233.51,1.056,0.869,1.037,0.865,1.454,,,,,
281,229.9,1.05,0.857,1.027,0.854,1.459,,,,,
282,226.27,1.041,0.844,1.016,0.847,1.456,,,,,
283,222.65,1.027,0.83,1.001,0.83,1.447,,,,,
284,219.01,1.017,0.82,0.989,0.819,1.44,,,,,
285,215.38,1.007,0.812,0.979,0.809,1.429,,,,,
286,211.75,0.996,0.803,0.967,0.797,1.42,,,,,
287,208.12,0.985,0.794,0.953,0.785,1.407,,,,,
288,204.49,0.977,0.788,0.941,0.778,1.399,,,,,
289,200.86,0.97,0.786,0.933,0.769,1.393,,,,,
290,197.24,0.967,0.783,0.925,0.762,1.397,,,,,
291,193.62,0.966,0.783,0.918,0.758,1.403,,,,,
292,190.02,0.969,0.787,0.913,0.758,1.418,,,,,
293,186.42,0.972,0.789,0.91,0.756,1.432,,,,,
294,182.83,0.978,0.797,0.91,0.76,1.446,,,,,
295,179.26,0.983,0.804,0.91,0.762,1.454,,,,,
296,175.7,0.989,0.812,0.912,0.768,1.465,,,,,
297,172.16,0.995,0.819,0.915,0.774,1.472,,,,,
298,168.63,1.001,0.83,0.922,0.785,1.466,,,,,
299,165.12,1.005,0.837,0.924,0.794,1.464,,,,,
300,161.63,1.011,0.846,0.93,0.798,1.469,,,,,
301,158.16,1.018,0.853,0.942,0.811,1.468,,,,,
302,154.72,1.023,0.857,0.949,0.82,1.467,,,,,
303,151.3,1.026,0.862,0.956,0.823,1.465,,,,,
304,147.9,1.031,0.867,0.964,0.833,1.459,,,,,
305,144.53,1.032,0.868,0.971,0.84,1.449,,,,,
306,141.19,1.032,0.869,0.974,0.843,1.441,,,,,
307,137.89,1.032,0.87,0.977,0.851,1.429,,,,,
308,134.61,1.029,0.868,0.978,0.853,1.418,,,,,
309,131.37,1.026,0.863,0.973,0.854,1.413,,,,,
310,128.16,1.023,0.859,0.971,0.85,1.413,,,,,
311,124.99,1.02,0.851,0.969,0.847,1.412,,,,,
312,121.85,1.016,0.845,0.966,0.842,1.409,,,,,
313,118.76,1.012,0.84,0.962,0.834,1.411,,,,,
314,115.7,1.01,0.837,0.956,0.828,1.417,,,,,
315,112.69,1.006,0.835,0.949,0.821,1.419,,,,,
316,109.72,1,0.831,0.941,0.81,1.416,,,,,
317,106.8,0.993,0.827,0.931,0.802,1.414,,,,,
318,103.92,0.99,0.824,0.924,0.798,1.413,,,,,
319,101.09,0.984,0.824,0.916,0.792,1.404,,,,,
320,98.3,0.986,0.827,0.907,0.786,1.422,,,,,
321,95.57,0.987,0.83,0.901,0.786,1.432,,,,,
322,92.89,0.985,0.834,0.899,0.784,1.421,,,,,
323,90.26,0.984,0.84,0.893,0.784,1.417,,,,,
324,87.69,0.989,0.85,0.891,0.79,1.427,,,,,
325,85.17,0.998,0.858,0.895,0.801,1.441,,,,,
326,82.71,1.007,0.868,0.897,0.81,1.452,,,,,
327,80.31,1.012,0.876,0.9,0.818,1.455,,,,,
328,77.96,1.019,0.885,0.908,0.83,1.452,,,,,
329,75.67,1.032,0.892,0.918,0.842,1.476,,,,,
330,73.45,1.04,0.899,0.925,0.854,1.482,,,,,
331,71.29,1.049,0.905,0.936,0.868,1.486,,,,,
332,69.19,1.053,0.908,0.948,0.879,1.479,,,,,
333,67.15,1.057,0.908,0.958,0.885,1.477,,,,,
334,65.18,1.062,0.907,0.964,0.892,1.483,,,,,
335,63.28,1.067,0.907,0.975,0.9,1.486,,,,,
336,61.44,1.068,0.902,0.985,0.904,1.482,,,,,
337,59.67,1.065,0.897,0.987,0.902,1.476,,,,,
338,57.97,1.062,0.894,0.988,0.902,1.463,,,,,
339,56.34,1.058,0.888,0.988,0.9,1.456,,,,,
340,54.78,1.055,0.881,0.985,0.895,1.457,,,,,
341,53.29,1.051,0.881,0.982,0.887,1.455,,,,,
342,51.87,1.048,0.879,0.979,0.89,1.444,,,,,
343,50.53,1.046,0.879,0.976,0.884,1.444,,,,,
344,49.26,1.043,0.878,0.973,0.878,1.442,,,,,
345,48.06,1.041,0.882,0.968,0.878,1.435,,,,,
346,46.93,1.04,0.886,0.966,0.878,1.43,,,,,
347,45.89,1.038,0.888,0.966,0.877,1.422,,,,,
348,44.91,1.037,0.894,0.96,0.877,1.415,,,,,
349,44.02,1.037,0.899,0.959,0.882,1.408,,,,,
350,43.2,1.036,0.903,0.958,0.888,1.395,,,,,
351,42.45,1.04,0.91,0.964,0.891,1.396,,,,,
352,41.79,1.045,0.915,0.964,0.9,1.402,,,,,
353,41.2,1.047,0.92,0.971,0.91,1.388,,,,,
354,40.69,1.047,0.924,0.973,0.914,1.375,,,,,
355,40.26,1.046,0.92,0.977,0.912,1.374,,,,,
356,39.9,1.05,0.923,0.983,0.919,1.378,,,,,
357,39.63,1.056,0.927,0.99,0.927,1.379,,,,,
358,39.43,1.059,0.929,0.993,0.932,1.382,,,,,
359,39.31,1.06,0.928,0.996,0.935,1.381,,,,,
