C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
161,430.55,4.342,4.198,4.452,4.184,4.536
162,431.35,4.257,4.131,4.386,4.109,4.401
163,432.1,4.184,4.062,4.315,4.045,4.316
164,432.8,4.135,3.993,4.247,3.982,4.316
165,433.47,4.09,3.919,4.176,3.904,4.362
166,434.09,4.041,3.842,4.109,3.831,4.382
167,434.66,3.983,3.772,4.037,3.757,4.364
168,435.2,3.925,3.702,3.969,3.689,4.338
169,435.69,3.868,3.642,3.907,3.615,4.309
170,436.14,3.808,3.584,3.842,3.549,4.258
171,436.54,3.737,3.513,3.773,3.479,4.183
172,436.91,3.666,3.448,3.707,3.414,4.096
173,437.23,3.603,3.388,3.644,3.353,4.026
174,437.51,3.531,3.326,3.578,3.293,3.926
175,437.74,3.451,3.265,3.513,3.23,3.798
176,437.93,3.382,3.21,3.45,3.169,3.698
177,438.08,3.324,3.148,3.39,3.118,3.641
178,438.19,3.288,3.101,3.339,3.065,3.646
179,438.25,3.258,3.049,3.294,3.012,3.676
180,438.28,3.225,3.003,3.245,2.967,3.687
181,438.25,3.186,2.954,3.198,2.92,3.67
182,438.19,3.137,2.899,3.151,2.867,3.629
183,438.08,3.071,2.844,3.099,2.82,3.521
184,437.93,2.995,2.792,3.042,2.778,3.367
185,437.74,2.929,2.75,2.999,2.735,3.232
186,437.51,2.875,2.706,2.955,2.694,3.144
187,437.23,2.816,2.666,2.913,2.661,3.024
188,436.91,2.747,2.627,2.871,2.62,2.868
189,436.54,2.678,2.582,2.825,2.579,2.728
190,436.14,2.63,2.541,2.781,2.548,2.65
191,435.69,2.593,2.508,2.736,2.509,2.619
192,435.2,2.568,2.468,2.699,2.476,2.628
193,434.66,2.547,2.426,2.655,2.443,2.663
194,434.09,2.541,2.395,2.615,2.412,2.741
195,433.47,2.536,2.365,2.579,2.377,2.822
196,432.8,2.528,2.338,2.545,2.344,2.887
197,432.1,2.52,2.308,2.515,2.321,2.937
198,431.35,2.495,2.271,2.486,2.294,2.93
199,430.55,2.45,2.239,2.452,2.261,2.85
200,429.72,2.387,2.201,2.407,2.226,2.713
201,428.84,2.314,2.169,2.368,2.197,2.523
202,427.92,2.234,2.142,2.338,2.173,2.282
203,426.96,2.148,2.122,2.313,2.149,2.009
204,425.95,2.062,2.094,2.286,2.118,1.75
205,424.9,1.991,2.067,2.265,2.088,1.545
206,423.8,1.939,2.038,2.236,2.061,1.419
207,422.67,1.906,2.019,2.206,2.034,1.368
208,421.49,1.888,1.999,2.18,2.01,1.363
209,420.26,1.876,1.978,2.157,1.989,1.381
210,419,1.87,1.95,2.137,1.959,1.434
211,417.69,1.872,1.932,2.111,1.932,1.514
212,416.33,1.865,1.911,2.087,1.906,1.557
213,414.94,1.862,1.891,2.061,1.881,1.615
214,413.5,1.866,1.867,2.034,1.86,1.703
215,412.02,1.878,1.84,2.005,1.834,1.832
216,410.49,1.89,1.819,1.976,1.805,1.961
217,408.92,1.892,1.8,1.946,1.781,2.042
218,407.31,1.899,1.78,1.924,1.759,2.131
219,405.66,1.909,1.769,1.906,1.741,2.218
220,403.96,1.915,1.752,1.887,1.723,2.298
221,402.22,1.905,1.731,1.865,1.701,2.325
222,400.43,1.89,1.71,1.844,1.678,2.328
223,398.61,1.87,1.694,1.826,1.66,2.3
224,396.74,1.842,1.68,1.807,1.642,2.238
225,394.83,1.815,1.667,1.791,1.624,2.176
226,392.87,1.78,1.653,1.773,1.609,2.087
227,390.88,1.742,1.631,1.755,1.585,1.995
228,388.84,1.704,1.619,1.732,1.563,1.9
229,386.76,1.67,1.602,1.718,1.56,1.801
230,384.63,1.638,1.593,1.705,1.539,1.715
231,382.47,1.605,1.58,1.694,1.524,1.62
232,380.26,1.565,1.568,1.682,1.521,1.488
233,378.01,1.531,1.548,1.664,1.497,1.413
234,375.72,1.508,1.538,1.655,1.479,1.36
235,373.39,1.495,1.53,1.644,1.477,1.327
236,371.02,1.48,1.522,1.631,1.465,1.304
237,368.61,1.474,1.509,1.623,1.443,1.32
238,366.16,1.473,1.495,1.614,1.434,1.346
239,363.66,1.475,1.487,1.602,1.423,1.387
240,361.13,1.473,1.477,1.589,1.407,1.42
241,358.56,1.47,1.469,1.578,1.4,1.434
242,355.95,1.461,1.461,1.577,1.396,1.41
243,353.3,1.453,1.453,1.573,1.396,1.39
244,350.61,1.45,1.447,1.556,1.392,1.404
245,347.89,1.444,1.448,1.541,1.372,1.415
246,345.12,1.434,1.444,1.532,1.365,1.395
247,342.32,1.424,1.44,1.53,1.367,1.358
248,339.49,1.414,1.433,1.532,1.359,1.333
249,336.61,1.406,1.427,1.522,1.362,1.315
250,333.71,1.398,1.418,1.505,1.362,1.307
251,330.76,1.4,1.422,1.493,1.365,1.321
252,327.79,1.413,1.42,1.506,1.359,1.366
253,324.77,1.427,1.424,1.521,1.353,1.408
254,321.73,1.447,1.421,1.525,1.356,1.485
255,318.65,1.467,1.42,1.519,1.349,1.579
256,315.54,1.485,1.416,1.51,1.342,1.673
257,312.4,1.507,1.419,1.501,1.358,1.751
258,309.23,1.527,1.422,1.506,1.353,1.828
259,306.03,1.546,1.424,1.52,1.344,1.895
260,302.8,1.559,1.426,1.525,1.364,1.922
261,299.54,1.557,1.426,1.53,1.369,1.903
262,296.26,1.546,1.426,1.537,1.344,1.879
263,292.94,1.549,1.433,1.538,1.382,1.843
264,289.61,1.54,1.439,1.546,1.388,1.786
265,286.24,1.518,1.441,1.552,1.359,1.72
266,282.86,1.507,1.44,1.556,1.39,1.643
267,279.45,1.493,1.446,1.557,1.378,1.592
268,276.02,1.482,1.449,1.558,1.37,1.551
269,272.56,1.487,1.452,1.567,1.398,1.531
270,269.09,1.491,1.461,1.575,1.397,1.531
271,265.6,1.497,1.464,1.584,1.39,1.552
272,262.09,1.52,1.468,1.595,1.419,1.599
273,258.57,1.537,1.471,1.601,1.415,1.661
274,255.03,1.549,1.48,1.607,1.407,1.703
275,251.47,1.558,1.484,1.608,1.427,1.711
276,247.9,1.561,1.494,1.618,1.429,1.704
277,244.32,1.56,1.492,1.626,1.428,1.692
278,240.73,1.57,1.496,1.633,1.45,1.7
279,237.12,1.578,1.498,1.636,1.448,1.731
280,233.51,1.595,1.503,1.643,1.459,1.776
281,229.9,1.619,1.512,1.653,1.475,1.837
282,226.27,1.637,1.516,1.668,1.479,1.886
283,222.65,1.656,1.516,1.681,1.485,1.941
284,219.01,1.673,1.52,1.676,1.493,2.002
285,215.38,1.691,1.525,1.675,1.493,2.069
286,211.75,1.709,1.531,1.682,1.499,2.124
287,208.12,1.727,1.537,1.7,1.51,2.161
288,204.49,1.742,1.543,1.71,1.515,2.2
289,200.86,1.756,1.544,1.715,1.523,2.244
290,197.24,1.771,1.546,1.716,1.535,2.287
291,193.62,1.778,1.552,1.72,1.534,2.307
292,190.02,1.779,1.558,1.725,1.54,2.293
293,186.42,1.774,1.563,1.729,1.558,2.244
294,182.83,1.759,1.561,1.733,1.556,2.185
295,179.26,1.748,1.559,1.739,1.562,2.133
296,175.7,1.738,1.562,1.746,1.57,2.072
297,172.16,1.721,1.564,1.746,1.565,2.007
298,168.63,1.715,1.565,1.75,1.577,1.968
299,165.12,1.719,1.57,1.752,1.586,1.969
300,161.63,1.724,1.564,1.758,1.587,1.986
301,158.16,1.722,1.563,1.754,1.586,1.986
302,154.72,1.72,1.56,1.758,1.587,1.974
303,151.3,1.722,1.558,1.755,1.588,1.989
304,147.9,1.722,1.559,1.745,1.588,1.994
305,144.53,1.719,1.554,1.746,1.59,1.984
306,141.19,1.718,1.547,1.754,1.584,1.986
307,137.89,1.727,1.541,1.754,1.584,2.028
308,134.61,1.736,1.54,1.736,1.578,2.09
309,131.37,1.729,1.53,1.729,1.574,2.082
310,128.16,1.716,1.526,1.728,1.579,2.031
311,124.99,1.701,1.525,1.724,1.583,1.972
312,121.85,1.68,1.514,1.706,1.571,1.928
313,118.76,1.664,1.506,1.696,1.561,1.892
314,115.7,1.644,1.501,1.684,1.559,1.833
315,112.69,1.626,1.492,1.672,1.538,1.803
316,109.72,1.611,1.481,1.655,1.537,1.771
317,106.8,1.594,1.471,1.638,1.529,1.74
318,103.92,1.578,1.463,1.629,1.512,1.705
319,101.09,1.56,1.45,1.617,1.496,1.678
320,98.3,1.545,1.439,1.599,1.474,1.667
321,95.57,1.527,1.428,1.579,1.464,1.635
322,92.89,1.5,1.411,1.565,1.457,1.566
323,90.26,1.467,1.392,1.547,1.438,1.49
324,87.69,1.439,1.377,1.533,1.418,1.428
325,85.17,1.419,1.368,1.512,1.412,1.383
326,82.71,1.392,1.346,1.497,1.387,1.34
327,80.31,1.367,1.332,1.48,1.367,1.286
328,77.96,1.358,1.319,1.461,1.364,1.288
329,75.67,1.348,1.294,1.439,1.338,1.321
330,73.45,1.332,1.273,1.417,1.308,1.33
331,71.29,1.327,1.265,1.399,1.304,1.34
332,69.19,1.316,1.244,1.381,1.287,1.352
333,67.15,1.308,1.218,1.368,1.268,1.377
334,65.18,1.294,1.205,1.344,1.253,1.374
335,63.28,1.274,1.186,1.321,1.23,1.36
336,61.44,1.259,1.166,1.302,1.213,1.356
337,59.67,1.248,1.16,1.284,1.199,1.35
338,57.97,1.232,1.144,1.266,1.183,1.333
339,56.34,1.209,1.124,1.242,1.165,1.304
340,54.78,1.192,1.109,1.215,1.146,1.296
341,53.29,1.182,1.098,1.203,1.123,1.305
342,51.87,1.169,1.072,1.198,1.107,1.301
343,50.53,1.158,1.062,1.186,1.101,1.283
344,49.26,1.145,1.051,1.174,1.088,1.269
345,48.06,1.136,1.048,1.157,1.082,1.258
346,46.93,1.117,1.028,1.142,1.07,1.226
347,45.89,1.1,1.022,1.124,1.057,1.198
348,44.91,1.091,1.022,1.114,1.054,1.176
349,44.02,1.084,1.018,1.111,1.054,1.153
350,43.2,1.071,1.002,1.107,1.038,1.135
351,42.45,1.054,0.991,1.097,1.028,1.099
352,41.79,1.039,0.978,1.082,1.022,1.072
353,41.2,1.032,0.974,1.073,1.012,1.068
354,40.69,1.032,0.973,1.067,1.005,1.085
355,40.26,1.033,0.97,1.062,1.002,1.098
356,39.9,1.029,0.961,1.057,0.998,1.102
357,39.63,1.034,0.952,1.054,0.988,1.143
358,39.43,1.056,0.947,1.047,0.977,1.252
359,39.31,1.078,0.943,1.04,0.98,1.348
